,Player,Event,X,Y,Distance,Slope,Type,Detail,Period,Home Team Skaters,Away Team Skaters,Result,Predicted Result,xG%
1315,Sarah Schwenzfeier,Shot,153,75,57.142366069318484,-0.8278430733877284,Wristshot,On Net,3,5,5,0,0,0.017795052
1316,Mackenzie MacNeil,Shot,153,29,48.9004089962446,0.29540299667943043,Wristshot,On Net,3,5,5,0,0,0.30078557
1317,Natalie Marcuzzi,Shot,165,39,35.174564673923115,0.10033467208545055,Wristshot,On Net,3,5,5,0,1,0.5828188
1318,Lindsay Eastwood,Shot,154,4,59.98541489395568,1.1088239453504043,Wristshot,On Net,3,5,5,0,0,0.005988445
1319,Breanne Wilson-Bennett,Shot,182,46,18.33712082089225,-0.19693264149950032,Wristshot,On Net,3,5,5,0,1,0.59632176
1320,Alyssa Wohlfeiler,Shot,183,25,24.397745797511703,1.6630267310496172,Wristshot,On Net,3,4,4,0,0,0.08699217
1321,Maggie LaGue,Shot,127,45,73.04279567486448,-0.03425997007299246,Wristshot,On Net,3,5,5,0,0,0.1567768
1322,Alyssa Wohlfeiler,Shot,165,55,37.16517186829626,-0.3731444067218928,Wristshot,On Net,3,5,5,0,0,0.05167455
1323,Emma Vlasic,Shot,187,51,15.532224567009067,-0.7662911132829923,Wristshot,On Net,3,5,5,0,0,0.4275976
1324,Maggie LaGue,Shot,135,20,68.78408246098802,0.36067594645330486,Wristshot,Missed,3,5,5,0,0,0.002076471
1325,Cassidy MacPherson,Shot,139,50,61.4593361500106,-0.12357413422643534,Wristshot,On Net,1,5,5,0,0,0.42035854
1326,Autumn MacDougall,Shot,174,66,35.04639781775011,-1.27016058726269,Wristshot,On Net,1,5,5,0,0,0.039787125
1327,Erin Gehen,Shot,143,12,64.64711903867024,0.5927718327862952,Wristshot,On Net,1,5,5,0,0,0.022795029
1328,Meghara McManus,Shot,168,30,34.35476677260377,0.4117857068341085,Snapshot,On Net,1,5,5,0,1,0.5452792
1329,Christina Putigna,Shot,162,12,48.72627627882106,1.0350747613987017,Wristshot,On Net,1,5,5,0,0,0.0075077484
1330,Carlee Turner,Shot,146,58,56.18051263561058,-0.29518881234652683,Snapshot,Missed,1,5,5,0,0,0.0017035065
1331,Taylor Wenczkowski,Shot,163,37,37.406550228536176,0.14975328073770913,Wristshot,On Net,1,5,5,0,0,0.23104635
1332,Christina Putigna,Shot,154,4,59.98541489395568,1.1088239453504043,Wristshot,Missed,1,5,5,0,0,0.0012239354
1333,Brooke Stacey,Shot,148,10,61.32087735836792,0.7214844409909045,Wristshot,On Net,1,5,5,0,0,0.0054592513
1334,Meghara McManus,Shot,165,27,38.27858409084641,0.47427562172314436,Wristshot,On Net,1,5,5,0,0,0.064212635
1335,Meaghan Rickard,Shot,183,29,21.70829334609241,1.0175928134312708,Wristshot,Missed,1,5,5,0,0,0.0011226304
1336,Paige Capistran,Shot,150,81,63.105071111599266,-0.9696683279614895,Wristshot,On Net,1,5,5,0,0,0.13645542
1337,Erin Gehen,Shot,133,80,76.78053138654356,-0.6265337723366889,Wristshot,Missed,1,5,5,0,0,0.0011725806
1338,Samantha Davis,Shot,140,55,61.28825336065631,-0.21140067867423779,Wristshot,Missed,1,5,5,0,0,0.003335892
1339,Taylor Wenczkowski,Shot,145,56,56.632587791835896,-0.2505056851729938,Wristshot,On Net,1,5,5,0,0,0.27893162
1340,Mallory Souliotis,Shot,185,25,23.04886114323222,2.338253563581179,Wristshot,On Net,1,5,5,0,0,0.015857344
1341,McKenna Brand,Shot,170,76,44.9694340635948,-2.048514730831979,Wristshot,Missed,1,5,5,0,0,0.00077298004
1342,Taylor Turnquist,Shot,157,71,51.58730463980455,-0.7805862738037773,Wristshot,Missed,1,5,5,0,0,0.0019404616
1343,Kaleigh Fratkin,Shot,134,80,75.90948557327997,-0.6384063699671582,Wristshot,On Net,1,5,5,0,0,0.03389846
1344,Samantha Davis,Goal,179,35,22.299103120977758,0.3731444067218928,Slapshot,On Net,1,5,5,1,1,0.67066157
1345,Christina Putigna,Shot,181,60,25.83118270617898,-1.3161357354175467,Fan,Missed,1,4,5,0,0,0.00070936914
1346,Kaleigh Fratkin,Shot,144,30,57.378131722808824,0.22699687893480816,Slapshot,On Net,1,3,5,0,0,0.070214115
1347,Kaleigh Fratkin,Shot,157,51,43.83206588788623,-0.2002900292879202,Slapshot,Missed,1,3,5,0,0,0.003421388
1348,Jillian Dempsey,Goal,180,61,27.244265451650556,-1.3269771683242821,Wristshot,On Net,1,3,5,1,1,0.97377926
1349,Lauren Kelly,Shot,149,12,59.42432162002356,0.6812621448352666,Slapshot,Missed,1,4,5,0,0,0.000986013
1350,Tereza Vanisova,Shot,174,70,37.84507894033252,-1.7748086316155625,Slapshot,On Net,1,4,5,0,0,0.016493542
1351,Lexie Laing,Shot,165,17,43.30415684434925,0.8923481303778311,Wristshot,On Net,1,5,5,0,0,0.0025423658
1352,Kristin Lewicki,Shot,171,57,32.42298567374695,-0.5463024898437905,Wristshot,Missed,1,5,5,0,0,0.0018918612
1353,Lauren Kelly,Shot,130,16,74.84817967058385,0.3977571927800935,Wristshot,Missed,1,5,5,0,0,0.0012848966
1354,Samantha Davis,Goal,168,56,34.73110997362451,-0.4488233592792397,Snapshot,On Net,1,5,5,1,1,0.69227445
1355,Tereza Vanisova,Shot,175,37,25.59785147234041,0.22361942151868408,Wristshot,Missed,1,5,5,0,0,0.0028088866
1356,Carlee Turner,Shot,188,38,12.816005617976296,0.39362657592563277,Wrap Around,On Net,1,5,5,0,0,0.13694978
1357,Meghara McManus,Shot,168,53,33.67862823809782,-0.3404312285238304,Wristshot,On Net,1,5,5,0,0,0.18211868
1358,Alyson Matteau,Shot,186,49,15.435349040433131,-0.5007978862821559,Wristshot,On Net,1,5,5,0,0,0.13457489
1359,Jordan Juron,Shot,177,20,32.17530108639234,1.4853676150072421,Wristshot,On Net,1,5,5,0,0,0.010145039
1360,Dominique Kremer,Shot,149,65,55.74271252818614,-0.4722185412279236,Wristshot,Missed,1,5,5,0,0,0.004026509
1361,McKenna Brand,Shot,157,65,48.53091798019073,-0.5768930775066868,Wristshot,On Net,1,5,5,0,0,0.14723654
1362,Mallory Souliotis,Shot,150,10,59.63430220938282,0.7602043991336763,Wristshot,On Net,1,5,5,0,0,0.0054592513
1363,Marie-Jo Pelletier,Shot,133,64,70.36511919978534,-0.33238356822997833,Wristshot,Missed,1,5,5,0,0,0.0021221763
1364,Jordan Juron,Shot,174,66,35.04639781775011,-1.27016058726269,Wristshot,On Net,1,5,5,0,0,0.039787125
1365,Lauren Kelly,Shot,132,66,71.9461604256961,-0.36003688719678106,Slapshot,On Net,2,4,5,0,0,0.024552535
1366,Taylor Wenczkowski,Shot,172,39,28.217902119044926,0.12565513657513097,Snapshot,Missed,2,4,5,0,0,0.0011371315
1367,Lauren Kelly,Shot,151,79,61.10032733136542,-0.9221115010615567,Snapshot,On Net,2,4,5,0,0,0.0401961
1368,Taylor Wasylk,Shot,169,10,44.91380634058975,1.7368188159102949,Snapshot,On Net,2,5,4,0,0,0.009893318
1369,Alyson Matteau,Shot,159,14,49.93245437588663,0.8339836573036682,Snapshot,On Net,2,5,4,0,0,0.012726344
1370,Whitney Dove,Shot,151,82,62.93846200853656,-1.042331930826689,Wristshot,On Net,2,5,5,0,0,0.042044263
1371,Taylor Turnquist,Shot,156,35,44.63462781294362,0.17212479783683304,Wristshot,On Net,2,5,5,0,0,0.08365132
1372,Hunter Accursi,Shot,154,3,60.63208721460939,1.1584963017845646,Snapshot,On Net,2,5,5,0,0,0.016000016
1373,Kristin Lewicki,Goal,171,55,31.579265349276255,-0.4598736871128077,Snapshot,On Net,2,5,5,1,1,0.82812655
1374,Jillian Dempsey,Shot,174,64,33.737960815674676,-1.086699870118407,Snapshot,Missed,2,5,4,0,0,0.00092872593
1375,Autumn MacDougall,Shot,155,37,45.33486517019765,0.12283447714533965,Wristshot,On Net,2,5,4,0,0,0.10179984
1376,Cassidy MacPherson,Shot,152,68,54.35301279598032,-0.5875973675914432,Wristshot,Missed,2,5,5,0,0,0.001581327
1377,Megan Delay,Shot,171,81,48.20010373432821,-4.030279468650637,Wristshot,Missed,2,5,5,0,0,0.00070637866
1378,Neve Van Pelt,Shot,173,62,33.30540496676178,-0.8810072467497608,Snapshot,On Net,2,5,5,0,0,0.48655295
1379,Lenka Curmova,Shot,128,5,81.18035476640885,0.573668881261775,Snapshot,Missed,2,5,5,0,0,0.0016149706
1380,McKenna Brand,Shot,177,31,25.71478174124758,0.5463024898437905,Snapshot,On Net,2,5,5,0,0,0.15493305
1381,Whitney Dove,Shot,143,38,57.177355657637754,0.07911179644301633,Snapshot,Missed,2,5,4,0,0,0.0026103721
1382,Autumn MacDougall,Shot,183,51,19.00657780874821,-0.5463024898437905,Fan,Missed,2,5,4,0,0,0.0011141287
1383,Meghara McManus,Shot,175,62,31.70567772497538,-0.989261536876605,Snapshot,On Net,2,5,5,0,0,0.39693597
1384,Meaghan Rickard,Goal,167,55,35.28809997718778,-0.39800790934433905,Snapshot,On Net,2,5,5,1,1,0.8094638
1385,Tori Sullivan,Shot,134,83,77.43545699484184,-0.7043453598597261,Snapshot,Missed,2,5,5,0,0,0.0009753589
1386,Samantha Davis,Shot,167,55,35.28809997718778,-0.39800790934433905,Deflection,On Net,2,5,5,0,0,0.09740776
1387,Lexie Laing,Shot,163,30,39.05444917035702,0.35130602042426584,Snapshot,On Net,2,5,5,0,0,0.3159332
1388,Samantha Davis,Shot,184,39,16.3783393541592,0.22230728055343132,Snapshot,On Net,2,5,5,0,1,0.69704354
1389,Samantha Davis,Shot,156,71,52.42375415782429,-0.7566244174910015,Slapshot,Missed,3,4,5,0,0,0.0011767913
1390,Mallory Souliotis,Shot,127,47,73.13856711749281,-0.06172203590245664,Wristshot,Missed,3,5,5,0,0,0.0011726493
1391,Samantha Davis,Shot,177,42,23.005434140654682,0.021742555645982587,Deflection,Missed,3,5,5,0,0,0.0014336475
1392,Lexie Laing,Goal,183,37,17.867568385205637,0.33531101627804666,Wristshot,On Net,3,5,4,1,1,0.8539208
1393,Megan Delay,Shot,137,80,73.31609645909963,-0.6771687743209268,Snapshot,Missed,3,5,5,0,0,0.00079144596
1394,Meghara McManus,Shot,182,42,18.006943105369107,0.027784924473725416,Snapshot,On Net,3,5,5,0,0,0.4254797
1395,Taylor Wenczkowski,Shot,189,49,12.776932339180638,-0.6708730886418992,Snapshot,Missed,3,5,5,0,0,0.0011698011
1396,Tereza Vanisova,Shot,180,41,20.05617112013158,0.07514094212828504,Snapshot,On Net,3,5,5,0,1,0.56304425
1397,Tori Sullivan,Shot,182,40,18.172781845386247,0.13978889529234326,Snapshot,On Net,3,5,5,0,0,0.4660427
1398,Autumn MacDougall,Shot,182,28,23.11384866265244,1.0411498310891076,Snapshot,On Net,3,5,5,0,0,0.031495024
1399,Taylor Wenczkowski,Shot,187,50,15.008331019803634,-0.6507796033320207,Snapshot,On Net,3,5,5,0,0,0.38869786
1400,Kaleigh Fratkin,Shot,132,65,71.62576352123585,-0.3435110393211764,Slapshot,Missed,3,5,5,0,0,0.0016163021
1401,Lexie Laing,Shot,174,17,36.41771546926029,1.4934403105473297,Snapshot,On Net,3,4,5,0,0,0.035300866
1402,Mallory Souliotis,Goal,145,37,55.274315916164895,0.10033467208545055,Wristshot,On Net,3,4,5,1,1,0.5558105
1403,Carlee Turner,Shot,174,80,45.63167759353145,-7.739912777934249,Fan,Missed,3,5,5,0,0,0.00029410995
1404,Whitney Dove,Shot,137,57,64.64711903867024,-0.2343108008161633,Snapshot,On Net,3,5,4,0,0,0.147212
1405,Tereza Vanisova,Shot,161,39,39.15673632978111,0.08998529743892124,Snapshot,Missed,3,5,5,0,0,0.0020201565
1406,Meghara McManus,Shot,174,25,31.34086788842964,0.7972746341328386,Snapshot,On Net,3,5,5,0,0,0.27779222
1407,Meaghan Rickard,Goal,188,44,12.093386622447824,-0.12565513657513097,Snapshot,On Net,3,5,5,1,1,0.97521555
1408,Lauren Kelly,Shot,134,18,70.40063920164361,0.3892582883396112,Wristshot,Missed,3,4,5,0,0,0.0017436624
1409,Carlee Turner,Shot,180,59,25.927784324928346,-1.082514541091274,Snapshot,Missed,3,4,5,0,0,0.0037456553
1410,Paige Capistran,Shot,132,51,68.52919086053767,-0.12565513657513097,Snapshot,On Net,3,4,5,0,0,0.08172705
1411,Hunter Accursi,Shot,160,25,43.660622991432454,0.4677300254523918,Snapshot,On Net,3,5,5,0,0,0.23925446
1412,Erin Gehen,Shot,177,57,27.189152248645048,-0.7297808570968681,Snapshot,On Net,3,5,5,0,0,0.38554147
1413,Meaghan Rickard,Shot,159,55,42.86315434029558,-0.31468919340898555,Snapshot,On Net,3,5,5,0,0,0.068570636
1414,Meaghan Rickard,Shot,166,65,40.77070026379238,-0.778936450617301,Snapshot,On Net,3,5,5,0,0,0.055272654
1415,Taylor Wenczkowski,Shot,180,40,20.155644370746373,0.12565513657513097,Snapshot,On Net,3,5,5,0,1,0.60746753
1416,Marie-Jo Pelletier,Shot,155,36,45.467021015236966,0.14545747216307583,Slapshot,Missed,3,5,5,0,0,0.0022359374
1417,Autumn MacDougall,Shot,153,39,47.13013897709193,0.07460604528606636,Snapshot,On Net,3,5,5,0,0,0.37572291
1418,Samantha Davis,Shot,162,62,42.71123973850443,-0.5635120095158436,Slapshot,On Net,3,4,5,0,0,0.013409915
1419,Samantha Davis,Shot,171,61,34.39840112563373,-0.7413328766458706,Fan,Missed,3,4,5,0,0,0.0006998815
